FILENAME,INSTRUMENT,BIBCODE,OBSERVATION_DATE,OBSERVATION_MJD,NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG,MEDIAN_SNR,SSPT,SPEX_GRAVITY_CLASSIFICATION,OSPT,OSPT_REF,NSPT,NSPT_REF,SPT,SPT_REF,OBJECT_TYPE,MAG_2MASS_J,E_MAG_2MASS_J,MAG_2MASS_H,E_MAG_2MASS_H,MAG_2MASS_KS,E_MAG_2MASS_KS,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
12265_10034.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.54466,2MASS J00165953-4056541,J00165953-4056541,4.2480421,-40.94836,10034,13 04 18.735773,,,"Bardalez Gagliuffi, Burgasser",150,2.09,v4.0.3,OK,85.6384201,L6.0,INT-G,L3.5,2008ApJ...689.1295K,,,L5.5,2014AJ....147...34S,VLM,15.316,0.061,14.206,0.048,13.432,0.038,0.19,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J00165953-4056541,L5.5,2014AJ....147...34S,,,,,,,,,163.78,14.87,163,16,2008MNRAS.390.1517C,,,,,,,,,
12266_12002.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.59539,LP 825-35,J00202316-2346054,5.0965,-23.76806666,12002,14 17 22.111148,,,"Bardalez Gagliuffi, Burgasser",150,1.387,v4.0.3,OK,347.8039245,M6.0,FLD-G,,,M6.0,SPL,M6e,2006A&A...446..515P,VLM,12.345,0.02,11.718,0.021,11.335,0.021,0.089,,,,,,FLD-G,SPL,,,,,,,,,PM*,LP 825-35,M6e,2006A&A...446..515P,3.050040598,,,,29.29313267,5.708886409,29.29313267,5.708886409,345.25353,10,340,-60,2003A&A...397..575P,47.93826236,,,,,,,,
12268_12004.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.61868,2MASS J02150802-3040011,J021508021-30400119,33.78341666,-30.66699722,12004,14 50 54.547150,,,"Bardalez Gagliuffi, Burgasser",150,1.626,v4.0.3,OK,378.8838806,M8.0,FLD-G,,,M8.0,SPL,M8,2007AJ....133.2258S,VLM,11.617,0.026,10.953,0.024,10.542,0.023,0.025,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J02150802-3040011,M8,2007AJ....133.2258S,16.74938461,,,,13.9254961,2.793996861,13.9254961,2.793996861,810.1678838,83,746,-316,2007AJ....133.2258S,53.47663124,,,,,,,,
12269_12005.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.37477,2MASSI J2004536-141622,J200453696-14162315,301.2237083,-14.27309722,12005,08 59 40.373212,,,"Bardalez Gagliuffi, Burgasser",150,1.224,v4.0.3,OK,254.8505859,M8.0,FLD-G,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,13.129,0.024,12.475,0.028,12.045,0.032,0.058,,,,,,FLD-G,SPL,,,,,,,,,PM*,2MASSI J2004536-141622,M7.5,2009AJ....137....1F,5.471593892,,,,29.6214454,5.226572691,29.6214454,5.226572691,536.9283006,18,534,56,2009AJ....137....1F,75.3877677,,,,,,,,
12270_11469.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.47274,2MASS J20261584-2943124,J20261584-2943124,306.56598,-29.720112,11469,11 20 45.470316,,,"Bardalez Gagliuffi, Burgasser",150,1.671,v4.0.3,OK,109.3921356,L2.0,FLD-G,L1:,2007AJ....133..439C,,,L1:,2007AJ....133..439C,VLM,14.802,0.03,13.946,0.025,13.36,0.034,0.04,,,,,,FLD-G,SPL,,,,,Y,,,,brownD*,2MASSI J2026158-294312,L1,2014AJ....147...34S,,,,,,,,,350.65,24.21,43,-348,2008MNRAS.384.1399J,,,,,,,,,
12271_12007.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.39366,2MASS J20364425-0847138,J203644257-08471386,309.184375,-8.787183333,12007,09 26 52.415634,,,"Bardalez Gagliuffi, Burgasser",150,1.159,v4.0.3,OK,236.5464172,M8.0,INT-G,,,M8.0,SPL,,,VLM,13.423,0.027,12.88,0.03,12.434,0.024,,,,,,,INT-G,SPL,,,,,,,,,IR,2MASS J20364425-0847138,,,11.33122489,,,,,,,,,,,,,,,,,,,,,
12272_12008.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.40883,LP 460-44,J223549060+18402988,338.9544166,18.67496667,12008,09 48 43.597237,,,"Bardalez Gagliuffi, Burgasser",150,1.189,v4.0.3,OK,439.0847473,M7.0,FLD-G,,,M7.0,SPL,M7,2009AJ....137....1F,VLM,12.393,0.02,11.773,0.022,11.365,0.02,0.028,,,,,,FLD-G,SPL,,,,,,,,,PM*,LP 460-44,M7,2009AJ....137....1F,6.733965493,,,,23.79438763,4.551461287,23.79438763,4.551461287,337.6166465,,336,33,2005AJ....129.1483L,38.07822764,,,,,,,,
12273_12009.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.42891,2MASS J22574047-0106465,J22574047-0106465,344.419125,-1.113333333,12009,10 17 38.680688,,,"Bardalez Gagliuffi, Burgasser",150,1.277,v4.0.3,OK,346.8358154,M6.0,,,,M6.0,SPL,,,VLM,12.67,0.023,12.101,0.023,11.718,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12274_12010.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.44486,2MUCD 12194,J233439455+19330418,353.664375,19.55116111,12010,10 40 36.086633,,,"Bardalez Gagliuffi, Burgasser",150,1.21,v4.0.3,OK,388.6709899,M8.0,FLD-G,,,M8.0,SPL,M8,2007AJ....133..971A,VLM,12.776,0.021,12.049,0.017,11.618,0.018,0.107,,,,,,FLD-G,SPL,,,,,,,,,PM*,2MUCD 12194,M8,2007AJ....133..971A,3.285725826,,,,23.70589939,4.47212936,23.70589939,4.47212936,263.4103262,19,-236,-117,2009AJ....137....1F,29.59835501,,,,,,,,
12275_12011.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.49761,2MASS J23464599+1129094,J234645999+11290948,356.691625,11.48596667,12011,11 56 34.013177,,,"Bardalez Gagliuffi, Burgasser",150,1.074,v4.0.3,OK,311.7327575,M8.0,FLD-G,,,M8.0,SPL,M9,2007AJ....133.2258S,VLM,12.798,0.024,12.101,0.028,11.605,0.023,0.082,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J23464599+1129094,M9,2007AJ....133.2258S,5.967965473,,,,20.49321656,3.56600563,20.49321656,3.56600563,410.0256089,69,-405,-64,2007AJ....133.2258S,39.82900467,,,,,,,,
12276_12012.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.50773,LP 523-55,J234948998+12243863,357.454125,12.41073056,12012,12 11 8.0901330,,,"Bardalez Gagliuffi, Burgasser",150,1.054,v4.0.3,OK,372.1894226,M8.0,FLD-G,,,M8.0,SPL,M8.0V,2012AJ....144...99D,VLM,12.601,0.022,11.965,0.02,11.557,0.018,0,,,,,,FLD-G,SPL,,,,,,,,,PM*,LP 523-55,M8.0V,2012AJ....144...99D,7.863187535,,,,21.37842228,4.537009314,21.37842228,4.537009314,159.9062225,80,17,-159,2007AJ....133.2258S,16.20389264,,-3.7,1.9,2012AJ....144...99D,,,,
12277_11720.fits,SPEX-PRISM,2019arXiv190604166B,20150804,57238.51793,2MASS J23590855+2338326,J23590855+2338326,359.78561,23.642389,11720,12 25 49.206335,,,"Bardalez Gagliuffi, Burgasser",150,1.038,v4.0.3,OK,278.0900268,L0.0,FLD-G,M9,2008AJ....136.1290R,,,M9,2008AJ....136.1290R,VLM,13.576,0.027,12.804,0.032,12.296,0.023,,,,,,,,,,,,,,,,,brownD*,2MASS J23590836+2338311,M9,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
12278_10027.fits,SPEX-PRISM,2016ApJS..224...36K,20150720,57223,WISE J001450.14-083823.1,J00145014-0838231,3.7089167,-8.6397219,10027,,,,,150,,,OK,66.30925792,M7.0,FLD-G,,,sdM9,2014ApJ...787..126L,sdM9,2014ApJ...787..126L,VLM,14.47,0.03,13.95,0.03,13.77,0.04,-0.41,BLUE,,sd,,,INT-G,SPL,,,,,,,,,PM*,WISE J001450.14-083823.1,,,,,,,,,43.857,7.771,1475.85,14.87,1454,-253,2014ApJ...781....4L,306.8052865,,,,,,,,
12279_12014.fits,SPEX-PRISM,2016ApJS..224...36K,20141111,56972,WISE J01581203+3231579,J01581172+3232013,29.54883333,32.53361944,12014,,,,,150,,,OK,61.9897766,L5.0,FLD-G,,,L4.5,2016ApJS..224...36K,L4.5,2016ApJS..224...36K,VLM,16.042,0.074,14.886,0.067,14.158,0.051,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12280_12015.fits,SPEX-PRISM,2016ApJS..224...36K,20150127,57049,WISE J04184795+2520018,J04184785+2520027,64.699375,25.33390833,12015,,,,,150,,,OK,204.2951819,,VL-G,,,K,2016ApJS..224...36K,K,2016ApJS..224...36K,STAR,14.379,0.028,12.26,0.028,11.359,0.022,,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12281_12016.fits,SPEX-PRISM,2016ApJS..224...36K,20150508,57150,2MASS J10293958+5715445,J102939581+57154452,157.4149167,57.26236667,12016,,,,,150,,,OK,26.18021858,L9.0,FLD-G,,,L6p,2016ApJS..224...36K,L6p,2016ApJS..224...36K,VLM,16.7,0.12,15.46,0.11,14.99,0.09,,,,,,,FLD-G,SPL,,,,,,,,,Candidate_brownD*,2MASS J10293958+5715445,,,4.452797785,,,,,,,,,,,,,,,,,,,,,
12282_12017.fits,SPEX-PRISM,2016ApJS..224...36K,20150508,57150,WISE J124135.43-245748.8,J124135604-24574651,190.3983333,-24.96291944,12017,,,,,150,,,OK,38.34982739,L1.0,INT-G,,,L2.5,2016ApJS..224...36K,L2.5,2016ApJS..224...36K,VLM,15.958,0.089,14.866,0.055,14.245,0.095,,,,,,,INT-G,SPL,,,,,,,,,PM*,WISE J124135.43-245748.8,,,2.959256938,,,,,,,,319.640423,10,-223,-229,2014ApJ...781....4L,,,,,,,,,
12283_12018.fits,SPEX-PRISM,2016ApJS..224...36K,20150705,57208,SDSS J133348.24+273508.9,J133348243+27350890,203.451,27.58580556,12018,,,,,150,,,OK,17.95859564,M7.0,FLD-G,M8V,2011AJ....141...97W,sdL0,2016ApJS..224...36K,M8V,2011AJ....141...97W,VLM,16.659,0.127,16.32,0.19,15.89,0.22,-0.28,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,SDSS J133348.24+273508.9,M8V,2011AJ....141...97W,0.820969404,,,,135.8118443,23.36494189,135.8118443,23.36494189,,,,,,,,-22,,2011AJ....141...97W,,,,
12284_12019.fits,SPEX-PRISM,2016ApJS..224...36K,20150509,57151,2MASS J13331605+3744214,J133316060+37442147,203.3169167,37.73929722,12019,,,,,150,,,OK,45.08363071,L3.0,FLD-G,,,L5,2016ApJS..224...36K,L5,2016ApJS..224...36K,VLM,15.89,0.06,14.9,0.05,14.3,0.05,,,,,,,FLD-G,SPL,,,,,,,,,Candidate_brownD*,2MASS J13331605+3744214,,,0.582212001,,,,,,,,,,,,,,,,,,,,,
12285_12020.fits,SPEX-PRISM,2016ApJS..224...36K,20150509,57151,WISE J13482442-4227449,J13482456-4227441,207.1023333,-42.462225,12020,,,,,150,,,OK,68.36804395,L2.0,FLD-G,,,L2,2016ApJS..224...36K,L2,2016ApJS..224...36K,VLM,14.919,0.041,13.996,0.042,13.337,0.038,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12286_12021.fits,SPEX-PRISM,2016ApJS..224...36K,20140504,56781,WISE J141143.25-452418.3,J141144747-45241533,212.9364167,-45.40425833,12021,,,,,150,,,OK,55.76046433,M6.0,FLD-G,,,sdM9,2016ApJS..224...36K,sdM9,2016ApJS..224...36K,VLM,14.58,0.036,14.061,0.037,13.903,0.051,,,,,,,FLD-G,SPL,,,,,,,,,PM*,WISE J141143.25-452418.3,,,15.99677388,,,,,,,,1465.418029,10,-1439,-277,2014ApJ...781....4L,,,,,,,,,
12287_11086.fits,SPEX-PRISM,2016ApJS..224...36K,20150703,57206,SSSPM 1444-2019,J14442067-2019222,221.08614,-20.322834,11086,,,,,150,,,OK,221.3852041,M7.0,INT-G,d/sdM9,2007ApJ...657..494B,d/sdM7,BURGASSER-NP,d/sdM9,d/sdM9,VLM,12.546,0.026,12.142,0.026,11.933,0.026,-0.43,BLUE,,d/sd,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J14442067-2019222,M9.0VI:,2015AJ....149....5W,,61.2,5.1,2012ApJ...752...56F,,,16.34,1.362,3501.05,4.81,-2905.1,-1953.9,2012ApJ...752...56F,271.159535,22.59969608,,,,,,,
12288_12023.fits,SPEX-PRISM,2016ApJS..224...36K,20150509,57151,WISE J145131.38+335222.1,J145131765+33522341,222.8823333,33.87316944,12023,,,,,150,,,OK,63.26889851,M4.0,,,,sdM4:,2016ApJS..224...36K,sdM4:,2016ApJS..224...36K,VLM,15.146,0.045,14.776,0.062,14.645,0.102,,,,,,,,,,,,,,,,,PM*,WISE J145131.38+335222.1,,,5.237294385,,,,,,,,405.1135643,10,-391,-106,2014ApJ...781....4L,,,,,,,,,
12289_12024.fits,SPEX-PRISM,2016ApJS..224...36K,20150508,57150,LSPM J1457+2341N,J14572597+2341257,224.3577083,23.69040833,12024,,,,,150,,,OK,131.059472,,,,,dC,2016ApJS..224...36K,dC,2016ApJS..224...36K,CARBON,14.479,0.04,13.745,0.047,13.32,0.039,,,,,,,,,,,,,,,,,Unknown,SDSS J145725.86+234125.5,,,2.474048144,,,,,,,,,,,,,,,,,,,,,
12290_12025.fits,SPEX-PRISM,2016ApJS..224...36K,20150508,57150,LSPM J1457+2341S,J14572597+2341257,224.3577083,23.69040833,12025,,,,,150,,,OK,42.01502853,M5.0,,,,sdM8,2016ApJS..224...36K,sdM8,2016ApJS..224...36K,VLM,14.479,0.04,13.745,0.047,13.32,0.039,,,,,,,,,,,,,,,,,Unknown,SDSS J145725.86+234125.5,,,2.474048144,,,,,,,,,,,,,,,,,,,,,
12291_12026.fits,SPEX-PRISM,2016ApJS..224...36K,20150627,57200,2MASS J19415295-0208446,J194152951-02084461,295.470625,-2.145725,12026,,,,,150,,,OK,108.9026739,M5.0,FLD-G,,,sdM8,2016ApJS..224...36K,sdM8,2016ApJS..224...36K,VLM,14.622,0.032,14.142,0.047,13.994,0.072,,,,,,,FLD-G,SPL,,,,,,,,,PM*,2MASS J19415295-0208446,,,11.95252982,,,,,,,,1093.005032,11,-282,-1056,2008AJ....135.2177L,,,,,,,,,
12292_12027.fits,SPEX-PRISM,2016ApJS..224...36K,20150627,57200,2MASS J20454302-1411312,J204543029-14113126,311.42925,-14.19201667,12027,,,,,150,,,OK,52.37985347,M3.0,,,,usdM5,2016ApJS..224...36K,usdM5,2016ApJS..224...36K,VLM,15.105,0.051,14.568,0.056,14.568,0.089,,,,,,,,,,,,,,,,,PM*,2MASS J20454302-1411312,,,8.94477935,,,,,,,,814.278822,13,157,-799,2008AJ....135.2177L,,,,,,,,,
12293_10331.fits,SPEX-PRISM,2015ApJS..219...33G,20111208,55903,2MASS J03582213-4116144,J03582213-4116144,59.592209,-41.270668,10331,07 07 38.850162,,,Nunez,150,1.419,v4.0be,OK,106.6111069,L6.0,FLD-G,L5,2008AJ....136.1290R,L5.5 beta,2015ApJS..219...33G,L5,2008AJ....136.1290R,VLM,15.846,0.087,14.608,0.057,13.838,0.049,0.31,RED,,,beta,,INT-G,OTHER,Beta Pic,2015ApJS..219...33G,,,,,,,brownD*,2MASS J03582255-4116060,L5,2008AJ....136.1290R,,,,,,,,,90.7,25,51,75,2009AJ....137....1F,,,,,,,,,
12295_12030.fits,SPEX-PRISM,2015ApJS..219...33G,20150203,57056,2MASS J04584239-3002061,J045842395-30020611,74.676625,-30.03503056,12030,06 06 25.185529,,,Gagne,93,1.557,v4.0be,OK,103.6802521,M7.0,FLD-G,,,M7.0,,M6.5,2015ApJS..219...33G,VLM,13.5,0.028,12.89,0.027,12.465,0.027,,,,,,,FLD-G,SPL,,,,,,,,,Star,2MASS J04584239-3002061,,,0.119229911,,,,,,,,,,,,,,,,,,,,,
12296_12031.fits,SPEX-PRISM,2015ApJS..219...33G,20150203,57056,2MASS J05104958-1843548,J051049581-18435482,77.70658333,-18.73189444,12031,06 58 39.209707,,,Gagne,93,1.282,v4.0be,OK,19.87928391,L2.0,INT-G,,,L2.0,,L2 beta,2015ApJS..219...33G,VLM,15.35,0.06,14.34,0.05,13.81,0.06,,,,,,,INT-G,SPL,,,,,,,,,Star,2MASS J05104958-1843548,,,0.740136336,,,,,,,,,,,,,,,,,,,,,
12297_11728.fits,SPEX-PRISM,2015ApJS..219...33G,20150203,57056,2MASS J07140394+3702459,J071403945+3702459,108.5164167,37.04610833,11728,05 30 38.821017,,,Gagne,93,1.423,v4.0be,OK,158.7858582,M8.0,INT-G,,,M8.0,SPL,M8,2007AJ....133.2258S,VLM,11.976,0.023,11.252,0.03,10.838,0.019,0.088,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J07140394+3702459,M8,2007AJ....133.2258S,,,,,15.96,2.98,15.958,2.978,199.6246,26,-103,-171,2007AJ....133.2258S,15.09953824,,40.03,0.11,2013AJ....146..156D,12.8,0.5,2013AJ....146..156D,
12298_10676.fits,SPEX-PRISM,2015ApJS..219...33G,20130218,56341,LP 261-75A,J09510459+3558098,147.76913,35.969391,10676,09 59 15.160518,,,Gagne,93,1.043,v3.4,OK,65.40220642,M5.0,,M4.5,2006PASP..118..671R,,,M4.5,2006PASP..118..671R,VLM,10.577,0.021,9.96,0.019,9.69,0.019,,,,,,,,,AB Doradus,2015ApJS..219...33G,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12299_12034.fits,SPEX-PRISM,2015ApJS..219...33G,20140122,56679,2MASS J11480096-2836488,J114800961-28364890,177.004,-28.61358333,12034,12 51 35.614394,,,Gagne,93,1.596,v3.4,OK,10.8642807,L2.0,VL-G,,,L2.0,,L1 beta,2015ApJS..219...33G,VLM,16.11,0.08,15.19,0.08,14.56,0.08,,,,,,,VL-G,SPL,,,,,,,,,Star,2MASS J11480096-2836488,,,0.820105724,,,,,,,,88.45179478,9.5,-87.4,-13.6,2015ApJ...798...73G,,,,,,,,,
12300_10869.fits,SPEX-PRISM,2015ApJS..219...33G,20120512,56059,2MASSW J1207334-393254A,J12073350-3932544,181.88959,-39.548443,10869,08 20 5.8694449,,,Gagne,93,2.12,v3.4,OK,88.93920135,M8.0,VL-G,M8pec,2002ApJ...575..484G,,,M8,2002ApJ...575..484G,VLM,12.995,0.026,12.388,0.027,11.945,0.026,-0.04,,,,,,VL-G,OTHER,TW Hydrae,2015ApJS..219...33G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12303_12038.fits,SPEX-PRISM,2015ApJS..219...33G,20130820,56524,2MASS J16210134-2346554,J16210134-2346554,245.254875,-23.78196389,12038,06 20 39.016548,,,,93,1.437,v3.4,OK,93.82941437,,,,,,,,,OTHER,15.16,0.046,14.03,0.038,13.489,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12304_12039.fits,SPEX-PRISM,2015ApJS..219...33G,20130820,56524,2MASS J16330142-2425083,J16330142-2425083,248.2554583,-24.41863333,12039,06 52 13.617719,,,,93,1.5,v3.4,OK,104.9082108,,,,,,,,,OTHER,16.162,0.1,14.473,0.055,13.579,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12305_11578.fits,SPEX-PRISM,2015ApJS..219...33G,20130801,56505,2MASSW J2206450-421721,J22064498-4217208,331.68744,-42.289112,11578,12 51 39.9236,,,Gagne,93,2.135,v3.4,OK,75.96820831,L6.0,VL-G,L2,2000AJ....120..447K,,,L2,2000AJ....120..447K,VLM,15.555,0.066,14.447,0.061,13.609,0.055,0.18,,,,,,INT-G,SPL,AB Doradus,2015ApJS..219...33G,,,,,,,brownD*,2MASSW J2206450-421721,L2V,2000AJ....120..447K,,,,,,,,,223.33,10.77,140,-174,2008MNRAS.390.1517C,,,,,,,,,
12306_12041.fits,SPEX-PRISM,2015ApJS..219...33G,20121026,56226,2MASS J23290437+0329113,J232904372+03291137,352.2682083,3.486491667,12041,07 23 44.079443,,,Gagne,93,1.042,v3.4,OK,681.0959473,M6.0,,,,M6.0,,M5.5p,2015ApJS..219...33G,VLM,11.111,0.024,10.546,0.024,10.188,0.023,,,,,,,,,,,,,,,,,Star,2MASS J23290437+0329113,,,0.341316088,,,,,,,,114.8482912,8.2,92.7,-67.8,2015ApJ...798...73G,,,,,,,,,
12307_10298.fits,SPEX-PRISM,2015ApJS..219...33G,20111208,55903,2MASSW J0337036-175807,J03370359-1758079,54.264961,-17.968863,10298,07 07 38.850162,,,Nunez,150,1.419,v4.0be,OK,106.6111069,L6.0,FLD-G,L4.5,2000AJ....120..447K,,,L4.5,2000AJ....120..447K,VLM,15.621,0.058,14.412,0.05,13.581,0.041,0.24,,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,,,,,,,brownD*,2MASSW J0337036-175807,L4.5V,2000AJ....120..447K,,,,,,,,,222.95,45.28,191,115,2009AJ....137....1F,,,,,,,,,
12308_12042.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,NLTT 687B,J001358821-18164624,3.495083333,-18.27951111,12042,,,,,150,1.27,,OK,41.60546112,L5.0,FLD-G,L1,2015ApJ...802...37B,L5pec,2015ApJ...814..118B,L1,2015ApJ...802...37B,VLM,16.54,0.14,15.89,0.17,15.04,0.13,,,,,,,FLD-G,SPL,,,,,Y,2,NLTT 687,2015ApJ...802...37B,IR,2MASS J00135882-1816462,,,0.220460575,,,,,,,,182.5269843,25.8094,-9.1,-182.3,2016arXiv160706117R,,,,,,,,,
12309_12043.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,2MASS J00265329-0936267,J00265330-0936268,6.722083333,-9.607244444,12043,,,,,150,1.17,,OK,52.259655,M9.0,FLD-G,M9,2008AJ....135..785W,M9pec,2016arXiv160706117R,M9,2008AJ....135..785W,VLM,16.182,0.082,15.316,0.11,14.834,0.111,0.238,,,,,,FLD-G,SPL,,,,,,,,,low-mass*,2MASS J00265329-0936267,M9,2008AJ....135..785W,0.744831045,,,,92.36776692,17.48027479,92.36776692,17.48027479,173.6664619,19.0262,-109,-135.2,2016arXiv160706117R,76.03520873,16.62667091,12.8,,2008AJ....135..785W,,,,
12310_12044.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,SIMP J01031050+1940463,J01031050+1940463,15.79375,19.67952778,12044,,,,,150,1,,OK,23.99203682,M8.0,FLD-G,,,M9.5p,2016arXiv160706117R,M9.5p,2016arXiv160706117R,VLM,16.561,0.101,16.501,0.188,15.956,0.295,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,137.0572508,43.5353,-46.3,-129,2016arXiv160706117R,,,,,,,,,
12311_12045.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,2MASS J01205253+1518277,J012052533+15182771,20.218875,15.30769722,12045,,,,,150,1.01,,OK,44.95205307,L1.0,INT-G,M9,2009A&A...497..619Z,M9gamma,2016arXiv160706117R,M9,2009A&A...497..619Z,VLM,16.39,0.13,15.44,0.1,14.57,0.12,,,,,,,INT-G,SPL,,,,,,,,,Candidate_brownD*,2MASS J01205253+1518277,,,0.641470081,,,,,,,,82.56106831,18.4567,76.8,-30.3,2016arXiv160706117R,,,,,,,,,
12312_12046.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,SIMP J01481626+3712421,J01481626+3712421,27.06775,37.21169444,12046,,,,,150,1.06,,OK,46.62690353,L1.0,FLD-G,,,L1pec,2016arXiv160706117R,L1pec,2016arXiv160706117R,VLM,16.026,0.076,15.251,0.095,14.996,0.11,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,128.6018662,11.3863,121.2,-43,2016arXiv160706117R,,,,,,,,,
12313_10158.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,WISE J015010.89+382724.1,J01501089+3827241,27.545374,38.456696,10158,,,,,150,1.57,,OK,26.29257965,L9.0,FLD-G,,,T0,2011ApJS..197...19K,T0,2011ApJS..197...19K,VLM,16.111,0.077,15.018,0.08,14.477,0.071,-0.16,,,,,,,,,,,,,,,,brownD*,EQ J0150+3827,T0,2011ApJS..197...19K,,,,,,,,,868.71,10.63,858,-136,2011ApJS..197...19K,,,,,,,,,
12314_12048.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,SIMP J03162759+2650277,J03162759+2650277,49.11495833,26.84102778,12048,,,,,150,1.08,,OK,33.73772812,T3.0,VL-G,,,T2.5,2016arXiv160706117R,T2.5,2016arXiv160706117R,VLM,16.585,0.149,15.592,0.159,15.159,,,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,205.7781815,29.7712,204.5,-22.9,2016arXiv160706117R,,,,,,,,,
12315_12049.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,SIMP J03574959-1937538,J03574959-1937538,59.456625,-19.63161111,12049,,,,,150,1.31,,OK,32.51176834,M8.0,VL-G,,,L1pec,2016arXiv160706117R,L1pec,2016arXiv160706117R,VLM,16.27,0.118,15.366,0.111,15.244,0.206,,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,204.8289286,19.9409,-30.8,-202.5,2016arXiv160706117R,,,,,,,,,
12316_12050.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,2MASS J04102390+1459104,J041023908+14591042,62.59958333,14.98622778,12050,,,,,250,1.01,,OK,58.60512543,L1.0,FLD-G,L0.5,2014MNRAS.445.3908L,L1pec,2016arXiv160706117R,L0.5,2014MNRAS.445.3908L,VLM,15.75,0.07,14.78,0.07,14.17,0.06,0.37,red,,,,,FLD-G,SPL,Hyades,2016arXiv160706117R,,,,,,,brownD*,2MASS J04102390+1459104,L0.5,2014MNRAS.445.3908L,0.3972872,,,,62.75759293,10.45330954,62.75759293,10.45330954,101.7590291,14.1428,100.1,-18.3,2016arXiv160706117R,30.27035917,6.566703667,,,,,,,
12317_12051.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,SIMP J04144834+1529007,J04144834+1529007,63.70141667,15.48352778,12051,,,,,150,1.15,,OK,26.26689339,M8.0,INT-G,,,M8.5,2016arXiv160706117R,M8.5,2016arXiv160706117R,VLM,16.02,0.084,15.561,0.151,14.718,0.116,,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,113.3695285,20.2252,101.2,51.1,2016arXiv160706117R,,,,,,,,,
