NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OPT_TYPE,OPT_TYPE_REF,NIR_TYPE,NIR_TYPE_REF,LIT_TYPE,LIT_TYPE_REF,OBJECT_TYPE,J_2MASS,J_2MASS_E,H_2MASS,H_2MASS_E,KS_2MASS,KS_2MASS_E,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,LIBRARY,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
2MASS J19223062+6610194,J192230621+66101944,290.6275833,66.17206667,12676,,,L1.0,SPL,L1,2008AJ....136.1290R,VLM,14.57,0.03,13.686,0.027,13.16,0.04,0.16,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J19223062+6610194,L1,2008AJ....136.1290R,17.14218322,,,,33.86427043,7.52921387,33.86427043,7.52921387,,,,,,,,,,,,,,
2MASS J19233810-3308410,J19233810-3308410,290.90875,-33.144726,11427,M7,,,,M7,,VLM,13.27,,,,12.23,,-0.05,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASSI J1923381-330841,M7,,,,,,,,,,,,,,,,,,,,,,,
2MASS J19240858+5506524 BG,J19240858+5506524,291.03577,55.114555,11428,,,,,,,VLM,15.488,0.06,15.05,0.088,14.727,0.103,,,,,,,,,,,,,,,,,,PM*,NLTT 47780,M7.5,2010ApJS..190..100K,,,,,,,,,193.37,,23,192,2005AJ....129.1483L,,,,,,,,,
NLTT 47780,J19240858+5506524,291.03577,55.114555,11429,M7.5,2008ApJ...686..528L,,,M7.5,2008ApJ...686..528L,VLM,15.488,0.06,15.05,0.088,14.727,0.103,-0.12,,,,,,,,,,,,,,,,,PM*,NLTT 47780,M7.5,2010ApJS..190..100K,,,,,,,,,193.37,,23,192,2005AJ....129.1483L,,,,,,,,,
WISE J192841.35+235604.9,J19284135+2356049,292.1723,23.934694,11430,,,T6,2011ApJS..197...19K,T6,2011ApJS..197...19K,VLM,14.34,0.06,14.31,0.06,14.09,0.06,0.34,RED,,,,,,,,,,,,,,,,brownD*,WISE J192841.35+235604.9,T6,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J19285196-4356256,J19285196-4356256,292.21649,-43.940445,11431,L4,2008AJ....136.1290R,,,L4,2008AJ....136.1290R,VLM,15.199,0.044,14.127,0.044,13.457,0.037,0.22,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J19285196-4356256,L6,2014AJ....147...34S,,,,,,,,,278.06,31.06,81,-266,2008MNRAS.390.1517C,,,,,,,,,
SSSPM 1930-4311,J19294099-4310368,292.42081,-43.176891,11432,sdM7,2004A&A...425..519S,sdM7,BURGASSER-NP,sdM7,2004A&A...425..519S,VLM,14.794,0.032,14.23,0.056,14.091,0.058,-0.08,,,sd,,,,,,,subdwarf,,,,,,,brownD*,2MASS J19294099-4310368,sdM7,2009AJ....137....1F,,,,,,,,,865.21,13.6,-19,-865,2009AJ....137....1F,,,,,,,,,
2MASS J19310458-0306186,J193104582-03061865,292.7690833,-3.105180556,12122,,,,,,,VLM,11.147,0.024,10.558,0.026,10.228,0.023,,,,,,,,,,,,,,,,,,PM*,2MASS J19310458-0306186,,,9.481045501,,,,,,,,577.7793697,3,298,495,2005AJ....130.1658S,,,,,,,,,
WISE J19323571+0133556,J19323571+0133556,293.1488,1.5654444,11433,,,M7,FAH-NP,M7,FAH-NP,VLM,15.78,0.064,15.05,0.089,14.707,0.105,,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J19323624-392109A,J19323624-392109,293.151,-39.352497,11434,,,,,,,VLM,9.076,0.039,8.257,0.026,8.261,0.034,,,,,,,,,,,,,,,,,,PM*,L 492-103,,,,,,,,,,,454.99,,321.73,-321.73,1980PMMin..55....1,,,,,,,,,
2MASS J19323624-392109B,J19323624-392109,293.151,-39.352497,11435,,,,,,,VLM,9.076,0.039,8.257,0.026,8.261,0.034,,,,,,,,,,,,,,,,,,PM*,L 492-103,,,,,,,,,,,454.99,,321.73,-321.73,1980PMMin..55....1,,,,,,,,,
DENIS JJ1934511-184134,J1934511-184134,293.71292,-18.692778,11436,M8.5,2010A&A...517A..53M,,,M8.5,2010A&A...517A..53M,VLM,14.28,0.14,,,13.13,0.11,0.06,,,,,,INT-G,SPL,,,,,,,,,,Star,2MASS J19345119-1841346,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J19355595-2846343,J19355595-2846343,293.98312,-28.776194,11437,M9,2008AJ....136.1290R,M9 vlg,2010ApJ...715..561A,M9,2008AJ....136.1290R,VLM,13.953,0.027,13.18,0.022,12.712,0.029,0.17,,,,gamma,,LOW-G,OTHER,,,young,,,,,,,brownD*,2MASS J19355595-2846343,M9:,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
2MASS J19390462-4239251,J19390462-4239251,294.76926,-42.656975,11438,M9:,2008AJ....136.1290R,,,M9:,2008AJ....136.1290R,VLM,14.157,0.027,13.42,0.042,12.938,0.034,0.15,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J19390462-4239251,M9:,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
WISE J194128.98-342335.8,J19412898-3423358,295.37076,-34.393059,11439,,,,2014ApJ...787..126L,,,VLM,14.51,0.04,13.96,0.05,13.69,0.05,,,,,,,,,,,,,,,,,,PM*,WISE J194128.98-342335.8,,,,,,,,,,,602.49,14.14,306,-519,2014ApJ...781....4L,,,,,,,,,
2MASS J19415295-0208446,J194152951-02084461,295.470625,-2.145725,12026,,,sdM8,2016ApJS..224...36K,sdM8,2016ApJS..224...36K,VLM,14.622,0.032,14.142,0.047,13.994,0.072,,,,,,,FLD-G,SPL,,,,,,,,,,PM*,2MASS J19415295-0208446,,,11.95252982,,,,,,,,1093.005032,11,-282,-1056,2008AJ....135.2177L,,,,,,,,,
2MASS J19415458+6826021,J19415458+6826021,295.47742,68.433914,11440,,,L2,2010ApJS..190..100K,L2,2010ApJS..190..100K,VLM,15.99,0.075,15.2,0.095,14.711,0.089,0.15,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J19415458+6826021,L2,2014AJ....147...34S,,,,,,,,,410,430.29,268.98,-309.43,2010ApJS..190..100K,,,,,,,,,
LHS 3480,J19442199-2230534,296.09164,-22.514833,11441,M:,,,,M:,,VLM,13.052,0.027,12.531,0.023,12.247,0.026,,,,,,,,,,,,,,,,,,PM*,LHS 3480,sdM4.0,1997AJ....113..806G,,17.7,0.8,1992AJ....103..638M,,,56.497,2.554,539.7,0.85,361.13,-401.08,1992AJ....103..638M,144.5298162,6.536372172,12.9,,1997AJ....113..806G,,,,
2MASS J19445221-0831036,J19445221-0831036,296.21756,-8.5176668,11442,,,M6,2004AJ....127.2856B,M6,2004AJ....127.2856B,VLM,15.81,0.06,15.31,0.08,15.39,0.18,0.11,,,,,,,,,,,,,,,,,brownD*,2MASS J19445221-0831036,M6V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
LHS 3481,J19451476-0917581,296.31152,-9.2994728,11443,M:,,,,M:,,VLM,13.836,0.026,13.269,0.026,13.029,0.03,,,,,,,,,,,,,,,,,,PM*,LHS 3481,sdM2.5,1997AJ....113..806G,,6.7,0.7,1992AJ....103..638M,,,149.254,15.594,575.9,0.99,-270.37,-508.49,1992AJ....103..638M,407.4281704,42.57288258,75.4,,1997AJ....113..806G,,,,
LEHPM 2-90,J19453495-2557190,296.39563,-25.955278,11444,,,M9,BURGASSER-NP,M9,BURGASSER-NP,VLM,12.348,0.023,11.836,0.026,11.509,0.026,-0.1,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945-4149,J19454310-4149176,296.4296,-41.821556,11445,,,,,,,VLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J19464850-1145202,J19464850-1145202,296.70206,-11.755611,11446,,,,,,,VLM,14.695,0.032,13.899,0.033,13.359,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J19475198-3438572,J19475198-3438572,296.96658,-34.649223,11447,,,M7.5,2010ApJS..190..100K,M7.5,2010ApJS..190..100K,VLM,15.043,0.041,14.324,0.051,14.012,0.055,-0.08,,,,,,INT-G,SPL,,,,,,,,,,Star,2MASS J19475198-3438572,M7.5,2010ApJS..190..100K,,,,,,,,,290,60.17,-108.64,-268.88,2010ApJS..190..100K,,,,,,,,,
2MASS J19495702+6222440,J19495702+6222440,297.48758,62.378887,11448,L2 pec,2010ApJS..190..100K,L2 pec,2010ApJS..190..100K,L2 pec,2010ApJS..190..100K,VLM,16.359,0.123,15.47,0.132,14.75,0.112,0.07,,,,,,INT-G,SPL,,,blue,,,,,,,brownD*,2MASS J19495702+6222440,L2,2014AJ....147...34S,,,,,,,,,220,219.67,123.02,182.39,2010ApJS..190..100K,,,,,,,,,
2MASS J19223062+6610194,J19495807-3752356,297.49197,-37.876553,11449,,,,,,,VLM,16.103,0.09,15.339,0.123,14.869,0.122,,,,,,,,,,,young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,young?
WISE J195113.62-331115.7,J19511362-3311157,297.80676,-33.187695,11450,,,L1 pec?,2013PASP..125..809T,L1 pec?,2013PASP..125..809T,VLM,15.71,0.06,15.02,0.07,14.51,0.07,0,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASS J19511353-3311126,L1pec?,2013PASP..125..809T,,,,,,,,,395.6,14.14,110,-380,2013PASP..125..809T,,,,,,,,,
WISE J195311.04-022954.7,J19531104-0229547,298.29599,-2.4983335,11451,,,L2 pec (blue),2014ApJ...787..126L,L2 pec (blue),2014ApJ...787..126L,VLM,15.64,0.05,15.64,0.05,15.64,0.05,-0.25,,,,,,FLD-G,SPL,,,blue,,,,,,,IR,2MASS J19531118-0229501,,,,,,,,,,,,,,,,,,,,,,,,
G 208-45A,J1953552460+4424526,298.4801667,44.41462222,12347,,,M6.0,SPL,M5.5V,2015A&A...577A.128A,VLM,8.275,0.026,7.728,0.031,7.387,0.018,0.043,,,,,,,,,,,Y,BURGASSER-NP,,,G 208-45B,BURGASSER-NP,PM*,G 208-45,M5.5V,2015A&A...577A.128A,13.34551301,220,1,2009ApJ...704..975J,,,4.545454545,0.020661157,624.4461546,,397,-482,2005AJ....129.1483L,13.45397624,,5.43,0.1,2010MNRAS.407.2269M,,,,
G 208-45B,J1953552460+4424526,298.4801667,44.41462222,12348,,,M6.0,SPL,M5.5V,2015A&A...577A.128A,VLM,8.275,0.026,7.728,0.031,7.387,0.018,0.043,,,,,,,,,,,Y,BURGASSER-NP,,,G 208-45A,BURGASSER-NP,PM*,G 208-45,M5.5V,2015A&A...577A.128A,8.458174984,220,1,2009ApJ...704..975J,,,4.545454545,0.020661157,624.4461546,,397,-482,2005AJ....129.1483L,13.45397624,,5.43,0.1,2010MNRAS.407.2269M,,,,
2MASS J19561542-1754252,J19561542-1754252,299.06424,-17.907,11452,M8,2008AJ....136.1290R,L0+/-1,2007MNRAS.374..445K,M8,2008AJ....136.1290R,VLM,13.754,0.029,13.108,0.033,12.651,0.034,-0.01,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J19561542-1754252,M8,2008AJ....136.1290R,,,,,,,,,182.48,21.21,-157,93,2009AJ....137....1F,,,,,,,,,
LEHPM 2-15,J19565739-4216070,299.23911,-42.268612,11453,,,,BURGASSER-NP,,,VLM,12.383,0.022,11.995,0.022,11.661,0.028,,,,,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20014571-3805580,J20014571-3805580,300.44046,-38.099442,11454,,,,,,,VLM,16.001,0.076,15.048,0.068,15.119,0.144,,,,,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20024025+0115346,J20024025+0115346,300.672125,1.2578,12349,,,M7.0,SPL,M7.0,SPL,VLM,16.533,0.146,16.239,0.265,15.993,,-0.46,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,157.2687329,28.87848724,157.2687329,28.87848724,,,,,,,,,,,,,,
2MASS J20025073-0521524,J20025073-0521524,300.71136,-5.3645554,11455,L6,2007AJ....133..439C,L4 beta,2015ApJS..219...33G,L6,2007AJ....133..439C,VLM,15.316,0.051,14.278,0.05,13.417,0.036,0.15,,,,beta,,INT-G,OTHER,,,young,,,,,,,brownD*,2MUCD 11946,L5.5,2014AJ....147...34S,,,,,,,,,143.63,19.1,-98,-105,2008MNRAS.384.1399J,,,,,,,,,
WISE J200252.08-443312.6,J200252081-44330361,300.717,-44.55100278,12677,,,M7.0,SPL,M7.0,SPL,VLM,13.528,0.026,12.987,0.03,12.586,0.019,-0.058,,,,,,INT-G,SPL,,,,,,,,,,PM*,WISE J200252.08-443312.6,,,22.57948363,,,,40.05144096,7.329405818,40.05144096,7.329405818,853.0052755,10,-3,-853,2014ApJ...781....4L,161.9377886,,,,,,,,
2MASS J20033545+1158552,J20033545+1158552,300.89771,11.981999,11456,,,M5.5,2010ApJS..190..100K,M5.5,2010ApJS..190..100K,VLM,15.807,0.085,15.535,0.147,14.97,0.135,-0.02,,,,,,,,,,,,,,,,,Star,2MASS J20033545+1158552,M5.5,2010ApJS..190..100K,,,,,,,,,390,170.3,-364.1,-139.76,2010ApJS..190..100K,,,,,,,,,
2MASSI J2004536-141622,J200453696-14162315,301.2237083,-14.27309722,12005,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,13.129,0.024,12.475,0.028,12.045,0.032,0.058,,,,,,FLD-G,SPL,,,,,,,,,,PM*,2MASSI J2004536-141622,M7.5,2009AJ....137....1F,5.471593892,,,,29.6214454,5.226572691,29.6214454,5.226572691,536.9283006,18,534,56,2009AJ....137....1F,75.3877677,,,,,,,,
WISE J20070619-0409032,J20070619-0409032,301.77579,-4.1508889,11457,,,M7,FAH-NP,M7,FAH-NP,VLM,14.626,0.036,13.965,0.042,13.587,0.048,-0.04,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J200804.71-083428.5,J20080471-0834285,302.01962,-8.5745831,11458,,,T5.5,2013ApJS..205....6M,T5.5,2013ApJS..205....6M,VLM,16.37,0.12,16.69,0.31,15.66,,-0.06,,,,,,,,,,,,,,,,,brownD*,WISE J200804.71-083428.5,T5.5,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
LSPM J2010+0632A,J20103445+0632140,302.6435417,6.537222222,12697,,,M4.0,SPL,M4V,2014AJ....147...20N,STAR,8.021,0.034,7.474,0.033,7.182,0.026,,,,,,,,,,,,Y,2012ApJ...760..152L,,,LSPM J2010+0632B,2012ApJ...760..152L,RotV*,LSPM J2010+0632A,M4V,2014AJ....147...20N,5.192247002,64.2,1.2,2014ApJ...784..156D,,,15.57632399,0.291146243,206.5260274,8,43,-202,2012yCat.1322....0Z,15.24818333,,-52.15,1,2010ApJ...716.1522S,,,,
LSPM J2010+0632B,J201035392+06343676,302.6474583,6.576877778,12698,,,M8.0,SPL,M8.5V,2012ApJ...760..152L,VLM,12.533,0.024,11.886,0.023,11.425,0.021,0.028,,,,,,FLD-G,SPL,,,,Y,2012ApJ...760..152L,,,LSPM J2010+0632A,2012ApJ...760..152L,Star,LSPM J2010+0632B,M8.5V,2012ApJ...760..152L,2.399103726,,,,19.31281475,3.212210236,19.31281475,3.212210236,,,,,,,,,,,,,,
WISE J201204.10+672607.9,J201203761+67260569,303.0156667,67.43491389,12630,,,L7:,2017arXiv170303774S,L7:,2017arXiv170303774S,VLM,17.15,0.24,15.85,0.18,15.124,0.137,0.306,,,,,,FLD-G,SPL,,,,,,,,,,PM*,WISE J201204.10+672607.9,,,3.061279431,,,,38.22949153,6.533129021,38.22949153,6.533129021,284.8508382,27,188,214,2014ApJ...781....4L,51.61719083,,,,,,,,
DENIS J20131080-1242440,J20131084-1242452,303.29501,-12.712222,11459,L1.5,2010A&A...517A..53M,,,L1.5,2010A&A...517A..53M,VLM,14.672,0.035,13.873,0.024,13.299,0.033,-0.06,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J20131084-1242452,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20135152-2806020,J20135152-2806020,303.46466,-28.100555,11460,M9,2008AJ....136.1290R,L0,2010ApJ...715..561A,M9,2008AJ....136.1290R,VLM,14.242,0.03,13.461,0.028,12.944,0.027,0.16,,,,,,VL-G,SPL,,,young,,,,,,,brownD*,2MASS J20135152-2806020,M8-9III,2008ApJ...689.1295K,,,,,,,,,,,,,,,,,,,,,,
SIPS J2014-2016,J201403593-2016217,303.5149583,-20.27271111,11861,,,M8.0,SPL,M7.5,2009AJ....137....1F,VLM,12.537,0.024,11.846,0.025,11.447,0.026,0.065,,,,,,FLD-G,SPL,,,,,,,,,,PM*,SIPS J2014-2016,M7.5,2009AJ....137....1F,6.377,,,,23.04,4.203,23.0476,4.2034,126.495,12,25,-124,2007ApJ...667..520C,13.81908104,,,,,,,,
2MASS J20140681-0036482,J20140681-0036482,303.52838,-0.6133889,11461,,,,,,,VLM,15.428,0.05,14.81,0.058,14.616,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J20150266-0726503,J20150266-0726503,303.76108,-7.4473057,11462,,,M7,FAH-NP,M7,FAH-NP,VLM,15.087,0.049,14.693,0.057,14.215,0.073,-0.19,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSPM J2015+2755,J20151336+2755022,303.80566,27.917276,11463,,,galaxy,SPL,galaxy,SPL,GALAXY,15.839,,14.907,,15.225,,,,,,,,,,,,,,,,,,,PM*,2MASS J20151336+2755022,,,,,,,,,,,528.12,,-197,490,2005AJ....129.1483L,,,,,,,,,
2MASS J2015137-125257,J2015137-125257,303.80707,-12.8825,11464,galaxy?,2007AJ....133.2825R,galaxy?,,galaxy?,2007AJ....133.2825R,QSO,16.559,0.135,15.15,0.105,14.547,0.092,,,,,,,,,,,,,,,,,,QSO,2MASS J20151370-1252571,,,,,,,,,,,,,,,,,,,,,,,,
LEHPM 2-845,J20245185-3422399,306.21603,-34.377747,11465,,,esdM4:,BURGASSER-NP,esdM4:,BURGASSER-NP,VLM,16.837,0.179,15.63,0.133,16.192,,,,,esd,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20251960-2550480A,J20251960-2550480,306.33163,-25.846668,11466,M8,,,,M8,,VLM,14.788,0.036,14.102,0.049,13.583,0.037,0.08,,,,,,FLD-G,SPL,,,binary,Y,,,,,,brownD*,2MASSI J2025196-255048,M8,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20251960-2550480B,J20251960-2550480,306.33163,-25.846668,11467,M8,,,,M8,,VLM,14.788,0.036,14.102,0.049,13.583,0.037,0.1,,,,,,FLD-G,SPL,,,binary,Y,,,,,,brownD*,2MASSI J2025196-255048,M8,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20251960-2550480AB,J20251960-2550480,306.33163,-25.846668,11468,M8,,,,M8,,VLM,14.038,0.036,13.352,0.049,12.833,0.037,0.14,,,,,,INT-G,SPL,,,binary,Y,,,,,,brownD*,2MASSI J2025196-255048,M8,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20261584-2943124,J20261584-2943124,306.56598,-29.720112,11469,L1:,2007AJ....133..439C,,,L1:,2007AJ....133..439C,VLM,14.802,0.03,13.946,0.025,13.36,0.034,0.04,,,,,,FLD-G,SPL,,,sbinary,,,Y,,,,brownD*,2MASSI J2026158-294312,L1,2014AJ....147...34S,,,,,,,,,350.65,24.21,43,-348,2008MNRAS.384.1399J,,,,,,,,,
2MASS J20263647+0439400,J20263647+0439400,306.65195,4.6611114,11470,M9:,,,,M9:,,VLM,14.158,0.031,13.466,0.036,12.929,0.03,0.11,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J20263647+0439404,M9:,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
SDSS J202820.32+005226.5,J20282035+0052265,307.08481,0.87402779,11471,L3,2002AJ....123.3409H,,,L3,2002AJ....123.3409H,VLM,14.298,0.035,13.377,0.031,12.793,0.03,0.12,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MUCD 20866,L2.5,2014AJ....147...34S,,,,,,,,,114.21,20.52,114,7,2008MNRAS.384.1399J,,,,,,,,,
2MASS J20283175+6925116,J20283175+6925116,307.13229,69.419884,11472,,,M4.5,2010ApJS..190..100K,M4.5,2010ApJS..190..100K,VLM,15.882,0.086,15.326,0.121,14.95,0.175,,,,,,,,,,,,,,,,,,Star,2MASS J20283175+6925116,M4.5,2010ApJS..190..100K,,,,,,,,,570,319.89,-285,-493.63,2010ApJS..190..100K,,,,,,,,,
2MASS J20292007+0549387,J20292007+0549387,307.3322917,5.825280556,12350,,,M6.0,SPL,M6.0,SPL,VLM,16.702,0.149,15.787,0.173,15.721,0.235,0.061,,,,,,,,,,,,,,,,,,,,,,,,,222.1122625,36.94195011,222.1122625,36.94195011,,,,,,,,,,,,,,
WISE J203042.79+074934.7,J20304279+0749347,307.67828,7.8263054,11473,,,T1.5,2013ApJS..205....6M,T1.5,2013ApJS..205....6M,VLM,14.23,0.03,13.44,0.03,13.32,0.04,-0.36,BLUE,,,,,,,,,,,,,,,,brownD*,2MASS J20304235+0749358,T1.5,2013ApJ...777...84B,,,,,,,,,,,,,,,,,,,,,,Best (13) reports possible spectral variable
2MASS J20342948+6727398,J20342948+6727398,308.62283,67.461052,11474,,,,2010ApJS..190..100K,,,VLM,16.3,0.135,15.757,0.2,14.953,0.125,,,,,,,,,,,,,,,,,,Star,2MASS J20342948+6727398,,,,,,,,,,,420,300.12,352.24,-228.75,2010ApJS..190..100K,,,,,,,,,
2MASS J20343769+0827009,J20343769+0827009,308.65704,8.4502497,11475,L1,2008AJ....136.1290R,,,L1,2008AJ....136.1290R,VLM,14.464,0.034,13.593,0.035,13.08,0.031,0.11,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J20343769+0827009,L1,2014AJ....147...34S,,,,,,,,,474.29,21.21,-77,-468,2008MNRAS.384.1399J,,,,,,,,,
2MASS J2035203-311008,J2035203-311008,308.83459,-31.168888,11476,M7,,,,M7,,VLM,13.194,0.026,12.584,0.022,12.162,0.019,0,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J2035203-311008,M7,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20360316+1051295,J20360316+1051295,309.01315,10.858194,11477,L3,2008AJ....136.1290R,,,L3,2008AJ....136.1290R,VLM,13.95,0.026,13.018,0.022,12.447,0.027,0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MUCD 20870,L2,2014AJ....147...34S,,,,,,,,,203.59,19.8,-115,-168,2008MNRAS.384.1399J,,,19.66,0.47,2010ApJ...723..684B,67.11,1.52,2010ApJ...723..684B,
LSR 2036+5059,J20362186+5059503,309.09109,50.997307,11478,sdM7.5,2003AJ....125.1598L,,,sdM7.5,2003AJ....125.1598L,VLM,13.611,0.029,13.16,0.036,12.936,0.033,-0.18,,,sd,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20364425-0847138,J203644257-08471386,309.184375,-8.787183333,12007,,,M8.0,SPL,,,VLM,13.423,0.027,12.88,0.03,12.434,0.024,,,,,,,INT-G,SPL,,,,,,,,,,IR,2MASS J20364425-0847138,,,11.33122489,,,,,,,,,,,,,,,,,,,,,
2MASSI J2037071-113756,J203707151-1137569,309.2797917,-11.63249444,11862,,,M7.0,SPL,M8,2007AJ....133.2258S,VLM,12.272,0.028,11.629,0.022,11.257,0.019,-0.03,,,,,,INT-G,SPL,,,,,,,,,,PM*,2MASSI J2037071-113756,M8,2007AJ....133.2258S,10.03,,,,18.61,3.184,18.6105,3.1844,410.2389,60,-14,-410,2007AJ....133.2258S,36.18874298,,-38.7,3,2009ApJ...705.1416R,,,,
LHS 3566,J20392378-2926335,309.84906,-29.442638,11479,M6 V,,,,M6 V,,VLM,11.357,0.025,10.743,0.023,10.367,0.022,0,,,,,,,,,,,,,,,,,brownD*,2MASS J20392378-2926335,M5.5V,2005PASP..117..676R,,57.26,2.68,2005AJ....130..337C,,,17.464,0.817,799.09,4.24,304,-739,2005AJ....130..337C,66.14850476,3.115874607,,,,,,,
WISE J204027.24+695923.7,J20402724+6959237,310.11349,69.989716,11480,,,sdM9,2014ApJ...787..126L,sdM9,2014ApJ...787..126L,VLM,13.72,0.07,13.31,0.07,13.12,0.06,-0.49,BLUE,,sd,,,INT-G,SPL,,,subdwarf,,,,,,,IR,WISEA J204027.30+695924.1,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20414283-3506442,J20414283-3506442,310.42847,-35.112278,11481,L2:,2007AJ....133..439C,,,L2:,2007AJ....133..439C,VLM,14.887,0.033,13.987,0.021,13.401,0.037,0.1,,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,,,,,,,,brownD*,2MUCD 12037,L2,2009AJ....137....1F,,,,,,,,,130.61,20.62,56,-118,2008MNRAS.390.1517C,,,,,,,,,
LEHPM 2-349,J20422235-4722098,310.59313,-47.369389,11482,,,esdM4:,BURGASSER-NP,esdM4:,BURGASSER-NP,VLM,16.424,0.107,15.68,0.133,15.775,0.256,,,,esd,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J204317.69-155103.4,J20431769-1551031,310.8237,-15.850862,11483,,,L9,2006AJ....131.2722C,L9,2006AJ....131.2722C,VLM,16.625,0.162,16.054,0.197,15.402,0.214,-0.05,,,,,,,,,,,,,,,,,brownD*,2MASS J20431769-1551031,L9.5,2014AJ....147...34S,,22.8,4.7,2013MNRAS.433.2054S,,,43.86,9.041,117.81,5.71,43.7,109.4,2013MNRAS.433.2054S,24.49106769,5.186470166,,,,,,,
WISE J204356.42+622049.0,J20435642+6220490,310.98511,62.346943,11484,,,T1.5,2013ApJS..205....6M,T1.5,2013ApJS..205....6M,VLM,15.6,0.07,14.7,0.07,14.42,0.07,-0.28,,,,,,,,,,,,,,,,,brownD*,WISE J204356.42+622048.9,T1.5,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J20454302-1411312,J204543029-14113126,311.42925,-14.19201667,12027,,,usdM5,2016ApJS..224...36K,usdM5,2016ApJS..224...36K,VLM,15.105,0.051,14.568,0.056,14.568,0.089,,,,,,,,,,,,,,,,,,PM*,2MASS J20454302-1411312,,,8.94477935,,,,,,,,814.278822,13,157,-799,2008AJ....135.2177L,,,,,,,,,
SDSS J204724.7+142152,J2047247+142152,311.85291,14.364445,11485,M7.5,2008AJ....135..785W,,,M7.5,2008AJ....135..785W,VLM,13.036,0.023,12.313,0.022,11.877,0.021,0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J2047247+142152,M7.5,,,,,,,,,,,,,,,,,,,,,,,
